Tipo de alojamiento;Codigo_CA;Comunidad;Residencia: Nivel 2;Año;Mes;Total;;
Encuesta de Ocupación Hotelera;6;Cantabria;;2020;2;56353;;
Encuesta de Ocupación Hotelera;6;Cantabria;;2020;1;49849;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;12;9628;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;11;7965;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;10;41686;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;9;80866;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;8;170793;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;7;128918;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;6;16674;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;5;796;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;3;22968;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;2;47170;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en España;2020;1;42180;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;12;1495;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;11;1432;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;10;5431;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;9;7001;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;8;14114;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;7;14213;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;6;1593;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;5;70;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;3;4666;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;2;9183;;
Encuesta de Ocupación Hotelera;6;Cantabria;Residentes en el Extranjero;2020;1;7668;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;12;66232;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;11;62126;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;10;146487;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;9;204926;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;8;336759;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;7;242023;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;6;49536;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;5;3012;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;4;0;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;3;114710;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;2;317479;;
Encuesta de Ocupación Hotelera;7;Castilla y León;;2020;1;257120;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;12;57292;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;11;54598;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;10;126760;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;9;180776;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;8;292332;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;7;205170;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;6;44298;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;5;2687;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;3;96333;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;2;269095;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en España;2020;1;210657;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;12;8940;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;11;7528;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;10;19727;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;9;24150;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;8;44427;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;7;36853;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;6;5238;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;5;325;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;3;18377;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;2;48384;;
Encuesta de Ocupación Hotelera;7;Castilla y León;Residentes en el Extranjero;2020;1;46463;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;12;48102;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;11;47687;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;10;89089;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;9;98651;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;8;132565;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;7;104837;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;6;31666;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;5;5322;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;4;0;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;3;66917;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;2;162063;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;;2020;1;128267;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;12;44761;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;11;44363;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;10;81374;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;9;90641;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;8;121390;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;7;94068;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;6;29188;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;5;4629;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;3;58878;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;2;139562;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en España;2020;1;101477;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;12;3341;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;11;3324;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;10;7715;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;9;8011;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;8;11175;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;7;10769;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;6;2479;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;5;693;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;3;8039;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;2;22501;;
Encuesta de Ocupación Hotelera;8;Castilla - La Mancha;Residentes en el Extranjero;2020;1;26790;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;12;220589;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;11;144031;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;10;333386;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;9;627692;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;8;1085954;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;7;758997;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;6;156464;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;5;10562;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;4;0;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;3;438706;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;2;1101846;;
Encuesta de Ocupación Hotelera;9;Cataluña;;2020;1;1017702;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;12;164283;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;11;107507;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;10;233113;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;9;484305;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;8;813152;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;7;504564;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;6;121451;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;5;7101;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;3;194947;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;2;454073;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en España;2020;1;388954;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;12;56306;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;11;36524;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;10;100273;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;9;143387;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;8;272802;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;7;254433;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;6;35012;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;5;3462;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;3;243759;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;2;647772;;
Encuesta de Ocupación Hotelera;9;Cataluña;Residentes en el Extranjero;2020;1;628748;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;12;154733;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;11;146459;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;10;275836;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;9;346087;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;8;623076;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;7;454395;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;6;89239;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;5;10107;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;4;0;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;3;238426;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;2;598949;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;;2020;1;464247;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;12;129389;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;11;120328;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;10;224543;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;9;290520;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;8;512512;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;7;361056;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;6;78801;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;5;9016;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;3;134504;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;2;371385;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en España;2020;1;259717;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;12;25344;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;11;26131;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;10;51293;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;9;55567;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;8;110564;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;7;93339;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;6;10438;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;5;1091;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;3;103922;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;2;227564;;
Encuesta de Ocupación Hotelera;10;Comunitat Valenciana;Residentes en el Extranjero;2020;1;204530;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;12;34812;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;11;36089;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;10;59000;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;9;69874;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;8;103295;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;7;72713;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;6;23319;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;5;6164;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;4;0;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;3;41458;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;2;93312;;
Encuesta de Ocupación Hotelera;11;Extremadura;;2020;1;79548;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;12;31705;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;11;33535;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;10;53302;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;9;64505;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;8;94094;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;7;66538;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;6;21747;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;5;5595;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;3;35267;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;2;80952;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en España;2020;1;63459;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;12;3106;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;11;2554;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;10;5697;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;9;5369;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;8;9201;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;7;6175;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;6;1572;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;5;569;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;3;6192;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;2;12360;;
Encuesta de Ocupación Hotelera;11;Extremadura;Residentes en el Extranjero;2020;1;16089;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;12;53096;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;11;53263;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;10;142293;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;9;211556;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;8;396344;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;7;264759;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;6;56948;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;5;5047;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;4;0;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;3;89509;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;2;206955;;
Encuesta de Ocupación Hotelera;12;Galicia;;2020;1;180317;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;12;48740;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;11;47909;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;10;126936;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;9;190153;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;8;357723;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;7;239192;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;6;53914;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;5;4606;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;3;74065;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;2;171517;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en España;2020;1;151176;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;12;4356;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;11;5354;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;10;15356;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;9;21403;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;8;38622;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;7;25567;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;6;3034;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;5;441;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;3;15444;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;2;35438;;
Encuesta de Ocupación Hotelera;12;Galicia;Residentes en el Extranjero;2020;1;29141;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;12;247515;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;11;205367;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;10;178846;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;9;223533;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;8;184995;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;7;210634;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;6;101088;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;5;14942;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;4;0;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;3;337077;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;2;954082;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;;2020;1;928608;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;12;200945;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;11;167173;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;10;142107;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;9;177448;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;8;139064;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;7;161723;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;6;85913;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;5;11479;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;3;194620;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;2;562388;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en España;2020;1;536968;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;12;46570;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;11;38193;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;10;36739;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;9;46085;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;8;45930;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;7;48911;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;6;15175;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;5;3464;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;3;142457;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;2;391693;;
Encuesta de Ocupación Hotelera;13;Madrid, Comunidad de;Residentes en el Extranjero;2020;1;391639;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;12;29320;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;11;22505;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;10;45909;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;9;54275;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;8;82273;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;7;71097;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;6;27502;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;5;4876;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;4;0;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;3;42382;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;2;96036;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;;2020;1;71815;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;12;26494;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;11;20312;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;10;39306;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;9;47992;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;8;72448;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;7;62004;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;6;24725;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;5;4446;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;4;0;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;3;32874;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;2;77128;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en España;2020;1;54035;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;12;2825;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;11;2193;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;10;6603;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;9;6283;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;8;9825;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;7;9094;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;6;2777;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;5;431;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;4;0;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;3;9508;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;2;18909;;
Encuesta de Ocupación Hotelera;14;Murcia, Región de;Residentes en el Extranjero;2020;1;17780;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2020;12;20815;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2020;11;17649;;
Encuesta de Ocupación Hotelera;15;Navarra, Comunidad Foral de;;2020;10;34247;;
